if no, explain,1,if yes, explain,1,0.8
if no, explain,1,if yes, explain,1,0.8
if no, explain,1,if no, please explain:,4,0.636364
if yes, when,1,if yes, (mph),4,0.615385
10.,1,10.,2,1
10.,1,11.,2,0.666667
10.,1,12.,2,0.666667
10.,1,13.,2,0.666667
10.,1,14.,2,0.666667
10.,1,15.,2,0.666667
10.,1,16.,2,0.666667
10.,1,17.,2,0.666667
10.,1,18.,2,0.666667
10.,1,19.,2,0.666667
11.,1,11.,2,1
11.,1,10.,2,0.666667
11.,1,12.,2,0.666667
11.,1,13.,2,0.666667
11.,1,14.,2,0.666667
11.,1,15.,2,0.666667
11.,1,16.,2,0.666667
11.,1,17.,2,0.666667
11.,1,18.,2,0.666667
11.,1,19.,2,0.666667
12.,1,12.,2,1
12.,1,10.,2,0.666667
12.,1,11.,2,0.666667
12.,1,13.,2,0.666667
12.,1,14.,2,0.666667
12.,1,15.,2,0.666667
12.,1,16.,2,0.666667
12.,1,17.,2,0.666667
12.,1,18.,2,0.666667
12.,1,19.,2,0.666667
13.,1,13.,2,1
13.,1,10.,2,0.666667
13.,1,11.,2,0.666667
13.,1,12.,2,0.666667
13.,1,14.,2,0.666667
13.,1,15.,2,0.666667
13.,1,16.,2,0.666667
13.,1,17.,2,0.666667
13.,1,18.,2,0.666667
13.,1,19.,2,0.666667
14.,1,14.,2,1
14.,1,10.,2,0.666667
14.,1,11.,2,0.666667
14.,1,12.,2,0.666667
14.,1,13.,2,0.666667
14.,1,15.,2,0.666667
14.,1,16.,2,0.666667
14.,1,17.,2,0.666667
14.,1,18.,2,0.666667
14.,1,19.,2,0.666667
15.,1,15.,2,1
15.,1,10.,2,0.666667
15.,1,11.,2,0.666667
15.,1,12.,2,0.666667
15.,1,13.,2,0.666667
15.,1,14.,2,0.666667
15.,1,16.,2,0.666667
15.,1,17.,2,0.666667
15.,1,18.,2,0.666667
15.,1,19.,2,0.666667
16.,1,16.,2,1
16.,1,10.,2,0.666667
16.,1,11.,2,0.666667
16.,1,12.,2,0.666667
16.,1,13.,2,0.666667
16.,1,14.,2,0.666667
16.,1,15.,2,0.666667
16.,1,17.,2,0.666667
16.,1,18.,2,0.666667
16.,1,19.,2,0.666667
are trucks equipped with alarms,1,are vehicles equipped with dash cams,4,0.666667
no other,1,☐ other,1,0.666667
no other,1,☐ other,3,0.666667
17.,1,17.,2,1
17.,1,10.,2,0.666667
17.,1,11.,2,0.666667
17.,1,12.,2,0.666667
17.,1,13.,2,0.666667
17.,1,14.,2,0.666667
17.,1,15.,2,0.666667
17.,1,16.,2,0.666667
17.,1,18.,2,0.666667
17.,1,19.,2,0.666667
describe cargo hauled,1,describe procedure:,2,0.619048
18.,1,18.,2,1
18.,1,10.,2,0.666667
18.,1,11.,2,0.666667
18.,1,12.,2,0.666667
18.,1,13.,2,0.666667
18.,1,14.,2,0.666667
18.,1,15.,2,0.666667
18.,1,16.,2,0.666667
18.,1,17.,2,0.666667
18.,1,19.,2,0.666667
20.,2,20.,2,1
20.,2,10.,2,0.666667
20.,2,21.,2,0.666667
20.,2,22.,3,0.666667
20.,2,23.,3,0.666667
20.,2,24.,3,0.666667
20.,2,25.,3,0.666667
20.,2,26.,3,0.666667
20.,2,27.,3,0.666667
20.,2,28.,3,0.666667
are drivers ever allowed to take vehicles home at night,2,do you assign employees to take vehicles home at night,4,0.636364
21.,2,21.,2,1
21.,2,11.,2,0.666667
21.,2,20.,2,0.666667
21.,2,22.,3,0.666667
21.,2,23.,3,0.666667
21.,2,24.,3,0.666667
21.,2,25.,3,0.666667
21.,2,26.,3,0.666667
21.,2,27.,3,0.666667
21.,2,28.,3,0.666667
22.,2,22.,3,1
22.,2,12.,2,0.666667
22.,2,20.,2,0.666667
22.,2,21.,2,0.666667
22.,2,23.,3,0.666667
22.,2,24.,3,0.666667
22.,2,25.,3,0.666667
22.,2,26.,3,0.666667
22.,2,27.,3,0.666667
22.,2,28.,3,0.666667
23.,2,23.,3,1
23.,2,13.,2,0.666667
23.,2,20.,2,0.666667
23.,2,21.,2,0.666667
23.,2,22.,3,0.666667
23.,2,24.,3,0.666667
23.,2,25.,3,0.666667
23.,2,26.,3,0.666667
23.,2,27.,3,0.666667
23.,2,28.,3,0.666667
24.,2,24.,3,1
24.,2,14.,2,0.666667
24.,2,20.,2,0.666667
24.,2,21.,2,0.666667
24.,2,22.,3,0.666667
24.,2,23.,3,0.666667
24.,2,25.,3,0.666667
24.,2,26.,3,0.666667
24.,2,27.,3,0.666667
24.,2,28.,3,0.666667
25.,2,25.,3,1
25.,2,15.,2,0.666667
25.,2,20.,2,0.666667
25.,2,21.,2,0.666667
25.,2,22.,3,0.666667
25.,2,23.,3,0.666667
25.,2,24.,3,0.666667
25.,2,26.,3,0.666667
25.,2,27.,3,0.666667
25.,2,28.,3,0.666667
26.,2,26.,3,1
26.,2,16.,2,0.666667
26.,2,20.,2,0.666667
26.,2,21.,2,0.666667
26.,2,22.,3,0.666667
26.,2,23.,3,0.666667
26.,2,24.,3,0.666667
26.,2,25.,3,0.666667
26.,2,27.,3,0.666667
26.,2,28.,3,0.666667
27.,2,27.,3,1
27.,2,17.,2,0.666667
27.,2,20.,2,0.666667
27.,2,21.,2,0.666667
27.,2,22.,3,0.666667
27.,2,23.,3,0.666667
27.,2,24.,3,0.666667
27.,2,25.,3,0.666667
27.,2,26.,3,0.666667
27.,2,28.,3,0.666667
28.,2,28.,3,1
28.,2,18.,2,0.666667
28.,2,20.,2,0.666667
28.,2,21.,2,0.666667
28.,2,22.,3,0.666667
28.,2,23.,3,0.666667
28.,2,24.,3,0.666667
28.,2,25.,3,0.666667
28.,2,26.,3,0.666667
28.,2,27.,3,0.666667
29.,2,29.,3,1
29.,2,19.,2,0.666667
29.,2,20.,2,0.666667
29.,2,21.,2,0.666667
29.,2,22.,3,0.666667
29.,2,23.,3,0.666667
29.,2,24.,3,0.666667
29.,2,25.,3,0.666667
29.,2,26.,3,0.666667
29.,2,27.,3,0.666667
30.,2,30.,3,1
30.,2,10.,2,0.666667
30.,2,20.,2,0.666667
30.,2,31.,3,0.666667
30.,2,32.,3,0.666667
30.,2,33.,4,0.666667
30.,2,34.,4,0.666667
30.,2,35.,4,0.666667
30.,2,36.,4,0.666667
30.,2,37.,4,0.666667
31.,2,31.,3,1
31.,2,11.,2,0.666667
31.,2,21.,2,0.666667
31.,2,30.,3,0.666667
31.,2,32.,3,0.666667
31.,2,33.,4,0.666667
31.,2,34.,4,0.666667
31.,2,35.,4,0.666667
31.,2,36.,4,0.666667
31.,2,37.,4,0.666667
32.,2,32.,3,1
32.,2,12.,2,0.666667
32.,2,22.,3,0.666667
32.,2,30.,3,0.666667
32.,2,31.,3,0.666667
32.,2,33.,4,0.666667
32.,2,34.,4,0.666667
32.,2,35.,4,0.666667
32.,2,36.,4,0.666667
32.,2,37.,4,0.666667
33.,2,33.,4,1
33.,2,13.,2,0.666667
33.,2,23.,3,0.666667
33.,2,30.,3,0.666667
33.,2,31.,3,0.666667
33.,2,32.,3,0.666667
33.,2,34.,4,0.666667
33.,2,35.,4,0.666667
33.,2,36.,4,0.666667
33.,2,37.,4,0.666667
34.,3,34.,4,1
34.,3,14.,2,0.666667
34.,3,24.,3,0.666667
34.,3,30.,3,0.666667
34.,3,31.,3,0.666667
34.,3,32.,3,0.666667
34.,3,33.,4,0.666667
34.,3,35.,4,0.666667
34.,3,36.,4,0.666667
34.,3,37.,4,0.666667
if no, explain,3,if yes, explain,1,0.8
if no, explain,3,if yes, explain,1,0.8
if no, explain,3,if no, please explain:,4,0.636364
35.,3,35.,4,1
35.,3,15.,2,0.666667
35.,3,25.,3,0.666667
35.,3,30.,3,0.666667
35.,3,31.,3,0.666667
35.,3,32.,3,0.666667
35.,3,33.,4,0.666667
35.,3,34.,4,0.666667
35.,3,36.,4,0.666667
35.,3,37.,4,0.666667
36.,3,36.,4,1
36.,3,16.,2,0.666667
36.,3,26.,3,0.666667
36.,3,30.,3,0.666667
36.,3,31.,3,0.666667
36.,3,32.,3,0.666667
36.,3,33.,4,0.666667
36.,3,34.,4,0.666667
36.,3,35.,4,0.666667
36.,3,37.,4,0.666667
37.,3,37.,4,1
37.,3,17.,2,0.666667
37.,3,27.,3,0.666667
37.,3,30.,3,0.666667
37.,3,31.,3,0.666667
37.,3,32.,3,0.666667
37.,3,33.,4,0.666667
37.,3,34.,4,0.666667
37.,3,35.,4,0.666667
37.,3,36.,4,0.666667
38.,3,38.,4,1
38.,3,18.,2,0.666667
38.,3,28.,3,0.666667
38.,3,30.,3,0.666667
38.,3,31.,3,0.666667
38.,3,32.,3,0.666667
38.,3,33.,4,0.666667
38.,3,34.,4,0.666667
38.,3,35.,4,0.666667
38.,3,36.,4,0.666667
39.,3,39.,4,1
39.,3,19.,2,0.666667
39.,3,29.,3,0.666667
39.,3,30.,3,0.666667
39.,3,31.,3,0.666667
39.,3,32.,3,0.666667
39.,3,33.,4,0.666667
39.,3,34.,4,0.666667
39.,3,35.,4,0.666667
39.,3,36.,4,0.666667
40.,3,40.,4,1
40.,3,10.,2,0.666667
40.,3,20.,2,0.666667
40.,3,30.,3,0.666667
40.,3,41.,4,0.666667
40.,3,42.,4,0.666667
40.,3,43.,5,0.666667
40.,3,44.,5,0.666667
40.,3,45.,5,0.666667
41.,3,41.,4,1
41.,3,11.,2,0.666667
41.,3,21.,2,0.666667
41.,3,31.,3,0.666667
41.,3,40.,4,0.666667
41.,3,42.,4,0.666667
41.,3,43.,5,0.666667
41.,3,44.,5,0.666667
41.,3,45.,5,0.666667
42.,3,42.,4,1
42.,3,12.,2,0.666667
42.,3,22.,3,0.666667
42.,3,32.,3,0.666667
42.,3,40.,4,0.666667
42.,3,41.,4,0.666667
42.,3,43.,5,0.666667
42.,3,44.,5,0.666667
42.,3,45.,5,0.666667
43.,3,43.,5,1
43.,3,13.,2,0.666667
43.,3,23.,3,0.666667
43.,3,33.,4,0.666667
43.,3,40.,4,0.666667
43.,3,41.,4,0.666667
43.,3,42.,4,0.666667
43.,3,44.,5,0.666667
43.,3,45.,5,0.666667
44.,3,44.,5,1
44.,3,14.,2,0.666667
44.,3,24.,3,0.666667
44.,3,34.,4,0.666667
44.,3,40.,4,0.666667
44.,3,41.,4,0.666667
44.,3,42.,4,0.666667
44.,3,43.,5,0.666667
44.,3,45.,5,0.666667
45.,3,45.,5,1
45.,3,15.,2,0.666667
45.,3,25.,3,0.666667
45.,3,35.,4,0.666667
45.,3,40.,4,0.666667
45.,3,41.,4,0.666667
45.,3,42.,4,0.666667
45.,3,43.,5,0.666667
45.,3,44.,5,0.666667
46.,3,16.,2,0.666667
46.,3,26.,3,0.666667
46.,3,36.,4,0.666667
46.,3,40.,4,0.666667
46.,3,41.,4,0.666667
46.,3,42.,4,0.666667
46.,3,43.,5,0.666667
46.,3,44.,5,0.666667
46.,3,45.,5,0.666667
no if yes, explain,3,if yes, explain,1,0.833333
no if yes, explain,3,if yes, explain,1,0.833333
date,3,date:,5,0.8
if not, explain,3,if yes, explain,1,0.8
if not, explain,3,if yes, explain,1,0.8
